applicant_name,role,city_type,previous_ctc,previous_job_switches,graduation_marks,previous_exp,expected_ctc,Unnamed: 8
Applicant 844,Manager,Non-Metro,"  50,520.00 ",1.0,80.0,57.0,"  77,117.50 ",
Applicant 845,Executive,Metro,"  59,420.00 ",2.0,46.0,53.0,"  76,789.76 ",
Applicant 846,Manager,Non-Metro,"  62,279.00 ",1.0,84.0,60.0,"  105,013.72 ",
Applicant 847,Executive,Non-Metro,"  63,285.00 ",2.0,62.0,51.0,"  86,109.93 ",
Applicant 848,Executive,Metro,"  71,756.00 ",4.0,67.0,23.0,"  72,141.43 ",
Applicant 849,Executive,Non-Metro,"  44,682.00 ",4.0,44.0,27.0,"  62,625.75 ",
Applicant 850,Executive,Metro,"  57,576.00 ",2.0,43.0,55.0,"  79,029.75 ",
Applicant 851,Manager,Non-Metro,"  58,364.00 ",2.0,74.0,37.0,"  94,112.48 ",
Applicant 852,Executive,Metro,"  58,625.00 ",1.0,63.0,61.0,"  85,704.69 ",
Applicant 853,Manager,Non-Metro,"  60,754.00 ",2.0,65.0,46.0,"  110,450.43 ",
Applicant 854,Executive,Non-Metro,"  52,462.00 ",3.0,57.0,53.0,"  74,631.46 ",
Applicant 855,Manager,Non-Metro,"  52,402.00 ",3.0,65.0,49.0,"  74,672.78 ",
Applicant 856,Executive,Non-Metro,"  53,334.00 ",1.0,77.0,20.0,"  72,656.08 ",
Applicant 857,Manager,Non-Metro,"  62,455.00 ",4.0,60.0,48.0,"  102,188.48 ",
Applicant 858,Manager,Metro,"  52,388.00 ",2.0,40.0,25.0,"  81,777.60 ",
Applicant 859,Executive,Non-Metro,"  52,322.00 ",1.0,49.0,25.0,"  76,563.41 ",
Applicant 860,Executive,Metro,"  52,235.00 ",3.0,36.0,57.0,"  87,812.20 ",
Applicant 861,Manager,Non-Metro,"  75,785.00 ",4.0,63.0,37.0,"  110,338.25 ",
Applicant 862,Executive,Non-Metro,"  49,974.00 ",2.0,77.0,38.0,"  60,572.12 ",
Applicant 863,Executive,Non-Metro,"  56,950.00 ",4.0,44.0,55.0,"  64,365.88 ",
Applicant 864,Executive,Non-Metro,"  45,321.00 ",1.0,65.0,36.0,"  64,269.18 ",
Applicant 865,Executive,Metro,"  47,794.00 ",2.0,50.0,51.0,"  70,541.87 ",
Applicant 866,Executive,Metro,"  53,920.00 ",2.0,60.0,40.0,"  73,208.38 ",
Applicant 867,Executive,Metro,"  62,728.00 ",4.0,71.0,18.0,"  65,436.75 ",
Applicant 868,Executive,Metro,"  65,633.00 ",3.0,56.0,57.0,"  73,353.22 ",
Applicant 869,Executive,Metro,"  47,254.00 ",4.0,83.0,61.0,"  83,867.16 ",
Applicant 870,Executive,Non-Metro,"  44,699.00 ",3.0,75.0,25.0,"  57,799.66 ",
Applicant 871,Executive,Metro,"  59,813.00 ",1.0,79.0,50.0,"  82,305.51 ",
Applicant 872,Executive,Non-Metro,"  54,051.00 ",2.0,40.0,26.0,"  65,478.95 ",
Applicant 873,Executive,Metro,"  47,027.00 ",3.0,71.0,42.0,"  74,077.19 ",
Applicant 874,Executive,Metro,"  50,329.00 ",4.0,64.0,43.0,"  70,299.70 ",
Applicant 875,Executive,Metro,"  42,581.00 ",4.0,62.0,44.0,"  75,358.79 ",
Applicant 876,Executive,Non-Metro,"  55,895.00 ",4.0,40.0,23.0,"  61,970.76 ",
Applicant 877,Executive,Non-Metro,"  49,123.00 ",4.0,53.0,49.0,"  93,648.47 ",
Applicant 878,Executive,Metro,"  62,570.00 ",3.0,61.0,33.0,"  76,271.87 ",
Applicant 879,Executive,Metro,"  58,546.00 ",4.0,56.0,41.0,"  79,412.09 ",
Applicant 880,Executive,Non-Metro,"  56,740.00 ",1.0,49.0,37.0,"  76,894.94 ",
Applicant 881,Executive,Metro,"  54,979.00 ",4.0,72.0,22.0,"  65,489.23 ",
Applicant 882,Executive,Metro,"  47,472.00 ",2.0,77.0,23.0,"  60,817.97 ",
Applicant 883,Executive,Non-Metro,"  44,468.00 ",2.0,85.0,21.0,"  69,857.81 ",
Applicant 884,Manager,Non-Metro,"  64,930.00 ",1.0,66.0,51.0,"  114,939.65 ",
Applicant 885,Executive,Metro,"  54,374.00 ",3.0,46.0,25.0,"  70,244.25 ",
Applicant 886,Manager,Metro,"  56,541.00 ",2.0,55.0,32.0,"  83,707.39 ",
Applicant 887,Manager,Metro,"  57,679.00 ",4.0,70.0,57.0,"  87,477.23 ",
Applicant 888,Executive,Non-Metro,"  54,712.00 ",1.0,49.0,36.0,"  64,010.16 ",
Applicant 889,Executive,Metro,"  63,180.00 ",2.0,63.0,22.0,"  82,469.16 ",
Applicant 890,Executive,Metro,"  60,270.00 ",4.0,69.0,57.0,"  70,126.63 ",
Applicant 891,Manager,Non-Metro,"  47,495.00 ",4.0,38.0,64.0,"  80,020.81 ",
Applicant 892,Executive,Non-Metro,"  55,139.00 ",3.0,45.0,36.0,"  72,854.07 ",
Applicant 893,Executive,Metro,"  51,735.00 ",3.0,61.0,54.0,"  66,678.16 ",
Applicant 894,Manager,Metro,"  61,650.00 ",3.0,51.0,47.0,"  106,083.08 ",
Applicant 895,Executive,Metro,"  58,586.00 ",3.0,39.0,62.0,"  75,871.39 ",
Applicant 896,Executive,Non-Metro,"  66,002.00 ",1.0,83.0,61.0,"  74,820.02 ",
Applicant 897,Manager,Non-Metro,"  47,266.00 ",1.0,61.0,43.0,"  84,114.74 ",
Applicant 898,Executive,Metro,"  47,405.00 ",2.0,55.0,19.0,"  68,346.92 ",
Applicant 899,Executive,Non-Metro,"  64,420.00 ",3.0,65.0,18.0,"  58,213.89 ",
Applicant 900,Executive,Non-Metro,"  43,863.00 ",2.0,72.0,19.0,"  61,926.91 ",
Applicant 901,Executive,Metro,"  43,788.00 ",4.0,85.0,49.0,"  67,487.61 ",
Applicant 902,Manager,Metro,"  63,425.00 ",4.0,38.0,60.0,"  101,535.38 ",
Applicant 903,Executive,Metro,"  54,728.00 ",3.0,37.0,26.0,"  63,450.60 ",
Applicant 904,Executive,Metro,"  57,972.00 ",3.0,41.0,49.0,"  72,940.89 ",
Applicant 905,Executive,Non-Metro,"  63,978.00 ",3.0,46.0,60.0,"  82,356.56 ",
Applicant 906,Executive,Non-Metro,"  57,607.00 ",4.0,65.0,26.0,"  67,500.35 ",
Applicant 907,Executive,Metro,"  60,357.00 ",3.0,36.0,27.0,"  72,642.89 ",
Applicant 908,Executive,Non-Metro,"  57,009.00 ",3.0,51.0,44.0,"  70,973.39 ",
Applicant 909,Executive,Metro,"  65,649.00 ",3.0,42.0,63.0,"  84,786.24 ",
Applicant 910,Manager,Non-Metro,"  47,419.00 ",2.0,50.0,32.0,"  77,614.88 ",
Applicant 911,Executive,Metro,"  55,922.00 ",2.0,77.0,22.0,"  71,337.37 ",
Applicant 912,Manager,Metro,"  61,427.00 ",2.0,41.0,18.0,"  87,870.75 ",
Applicant 913,Executive,Non-Metro,"  55,640.00 ",3.0,42.0,59.0,"  70,233.93 ",
Applicant 914,Executive,Non-Metro,"  55,241.00 ",4.0,79.0,44.0,"  76,125.83 ",
Applicant 915,Executive,Metro,"  48,676.00 ",1.0,58.0,33.0,"  61,726.27 ",
Applicant 916,Executive,Non-Metro,"  58,164.00 ",4.0,53.0,24.0,"  64,801.96 ",
Applicant 917,Manager,Non-Metro,"  56,740.00 ",4.0,77.0,43.0,"  78,680.21 ",
Applicant 918,Manager,Metro,"  45,505.00 ",3.0,57.0,45.0,"  99,918.30 ",
Applicant 919,Executive,Non-Metro,"  48,360.00 ",3.0,41.0,61.0,"  74,265.40 ",
Applicant 920,Executive,Non-Metro,"  55,929.00 ",1.0,80.0,35.0,"  59,047.34 ",
Applicant 921,Executive,Non-Metro,"  53,493.00 ",4.0,53.0,62.0,"  80,458.58 ",
Applicant 922,Executive,Non-Metro,"  61,004.00 ",1.0,35.0,62.0,"  80,531.42 ",
Applicant 923,Executive,Metro,"  56,939.00 ",3.0,75.0,38.0,"  75,515.74 ",
Applicant 924,Executive,Metro,"  57,954.00 ",1.0,71.0,34.0,"  68,438.25 ",
Applicant 925,Executive,Metro,"  49,897.00 ",4.0,51.0,43.0,"  70,647.33 ",
Applicant 926,Executive,Metro,"  58,645.00 ",3.0,41.0,50.0,"  98,335.39 ",
Applicant 927,Executive,Non-Metro,"  50,229.00 ",2.0,41.0,19.0,"  67,718.50 ",
Applicant 928,Executive,Non-Metro,"  45,588.00 ",2.0,81.0,57.0,"  66,422.09 ",
Applicant 929,Executive,Non-Metro,"  66,693.00 ",1.0,76.0,62.0,"  66,501.14 ",
Applicant 930,Executive,Metro,"  62,665.00 ",4.0,37.0,41.0,"  78,535.73 ",
Applicant 931,Executive,Metro,"  69,083.00 ",2.0,83.0,26.0,"  76,813.50 ",
Applicant 932,Executive,Non-Metro,"  54,377.00 ",3.0,62.0,39.0,"  68,986.80 ",
Applicant 933,Executive,Metro,"  55,776.00 ",3.0,82.0,46.0,"  81,036.78 ",
Applicant 934,Executive,Non-Metro,"  64,803.00 ",4.0,41.0,45.0,"  77,615.87 ",
Applicant 935,Executive,Metro,"  63,553.00 ",2.0,44.0,32.0,"  74,583.85 ",
Applicant 936,Executive,Non-Metro,"  50,259.00 ",3.0,51.0,59.0,"  64,959.88 ",
Applicant 937,Executive,Metro,"  54,908.00 ",4.0,73.0,44.0,"  94,707.74 ",
Applicant 938,Executive,Non-Metro,"  45,698.00 ",1.0,78.0,39.0,"  67,433.00 ",
Applicant 939,Executive,Metro,"  49,782.00 ",4.0,52.0,18.0,"  68,119.11 ",
Applicant 940,Executive,Metro,"  57,965.00 ",2.0,55.0,53.0,"  63,691.22 ",
Applicant 941,Executive,Metro,"  47,177.00 ",4.0,82.0,18.0,"  59,812.41 ",
Applicant 942,Executive,Non-Metro,"  72,319.00 ",1.0,51.0,50.0,"  63,538.43 ",
Applicant 943,Executive,Non-Metro,"  67,969.00 ",2.0,40.0,18.0,"  77,435.20 ",
Applicant 944,Executive,Metro,"  45,487.00 ",3.0,37.0,19.0,"  68,015.59 ",
Applicant 945,Executive,Metro,"  64,010.00 ",1.0,46.0,62.0,"  78,249.35 ",
Applicant 946,Executive,Non-Metro,"  59,227.00 ",2.0,47.0,56.0,"  76,488.51 ",
Applicant 947,Executive,Metro,"  56,738.00 ",3.0,49.0,42.0,"  68,689.90 ",
Applicant 948,Manager,Metro,"  62,898.00 ",3.0,60.0,37.0,"  112,310.50 ",
Applicant 949,Executive,Metro,"  59,175.00 ",2.0,82.0,42.0,"  71,663.53 ",
Applicant 950,Manager,Metro,"  57,608.00 ",2.0,49.0,25.0,"  78,713.91 ",
Applicant 951,Executive,Metro,"  42,804.00 ",2.0,37.0,57.0,"  74,893.91 ",
Applicant 952,Manager,Metro,"  65,482.00 ",3.0,39.0,51.0,"  106,633.64 ",
Applicant 953,Executive,Non-Metro,"  57,042.00 ",4.0,42.0,30.0,"  60,644.12 ",
Applicant 954,Manager,Metro,"  56,350.00 ",2.0,74.0,44.0,"  104,154.81 ",
Applicant 955,Manager,Metro,"  50,451.00 ",1.0,56.0,34.0,"  74,128.76 ",
Applicant 956,Executive,Metro,"  62,759.00 ",3.0,37.0,31.0,"  69,951.41 ",
Applicant 957,Manager,Metro,"  59,683.00 ",1.0,81.0,54.0,"  97,523.10 ",
Applicant 958,Executive,Metro,"  47,381.00 ",1.0,48.0,24.0,"  73,987.04 ",
Applicant 959,Manager,Metro,"  63,504.00 ",4.0,84.0,43.0,"  105,528.87 ",
Applicant 960,Executive,Metro,"  57,127.00 ",4.0,61.0,48.0,"  99,276.61 ",
Applicant 961,Executive,Non-Metro,"  64,290.00 ",1.0,66.0,19.0,"  60,547.58 ",
Applicant 962,Executive,Non-Metro,"  54,212.00 ",4.0,38.0,29.0,"  68,571.40 ",
Applicant 963,Executive,Non-Metro,"  59,576.00 ",1.0,62.0,63.0,"  69,043.09 ",
Applicant 964,Executive,Metro,"  48,175.00 ",3.0,49.0,46.0,"  77,795.84 ",
Applicant 965,Executive,Metro,"  63,797.00 ",2.0,37.0,52.0,"  86,647.26 ",
Applicant 966,Executive,Metro,"  48,682.00 ",1.0,85.0,35.0,"  63,554.03 ",
Applicant 967,Manager,Metro,"  46,558.00 ",3.0,80.0,51.0,"  80,430.97 ",
Applicant 968,Executive,Metro,"  48,690.00 ",2.0,72.0,44.0,"  72,842.01 ",
Applicant 969,Executive,Metro,"  54,340.00 ",2.0,53.0,21.0,"  65,228.80 ",
Applicant 970,Executive,Non-Metro,"  63,711.00 ",1.0,73.0,39.0,"  65,032.62 ",
Applicant 971,Executive,Non-Metro,"  49,427.00 ",3.0,40.0,50.0,"  67,402.38 ",
Applicant 972,Executive,Non-Metro,"  44,122.00 ",4.0,85.0,34.0,"  69,206.59 ",
Applicant 973,Executive,Non-Metro,"  45,932.00 ",1.0,84.0,22.0,"  55,399.38 ",
Applicant 974,Executive,Non-Metro,"  69,670.00 ",2.0,62.0,19.0,"  64,748.93 ",
Applicant 975,Executive,Metro,"  65,207.00 ",4.0,61.0,26.0,"  67,929.18 ",
Applicant 976,Manager,Metro,"  45,354.00 ",3.0,72.0,29.0,"  74,793.11 ",
Applicant 977,Executive,Metro,"  67,339.00 ",1.0,37.0,48.0,"  69,262.14 ",
Applicant 978,Executive,Metro,"  54,440.00 ",1.0,53.0,26.0,"  61,913.04 ",
Applicant 979,Executive,Non-Metro,"  63,423.00 ",2.0,54.0,45.0,"  70,907.55 ",
Applicant 980,Executive,Non-Metro,"  55,621.00 ",1.0,57.0,36.0,"  63,331.00 ",
Applicant 981,Executive,Metro,"  46,432.00 ",3.0,61.0,54.0,"  102,860.45 ",
Applicant 982,Executive,Metro,"  49,513.00 ",1.0,84.0,34.0,"  69,525.33 ",
Applicant 983,Manager,Metro,"  52,918.00 ",4.0,61.0,31.0,"  82,323.34 ",
Applicant 984,Executive,Non-Metro,"  51,609.00 ",4.0,72.0,27.0,"  69,498.18 ",
Applicant 985,Executive,Metro,"  58,698.00 ",1.0,42.0,20.0,"  75,139.44 ",
Applicant 986,Executive,Non-Metro,"  49,215.00 ",1.0,35.0,44.0,"  66,596.56 ",
Applicant 987,Executive,Metro,"  50,665.00 ",3.0,42.0,43.0,"  66,304.02 ",
Applicant 988,Executive,Non-Metro,"  49,942.00 ",2.0,57.0,45.0,"  92,925.38 ",
Applicant 989,Executive,Metro,"  59,353.00 ",1.0,75.0,34.0,"  69,939.63 ",
Applicant 990,Manager,Non-Metro,"  42,342.00 ",2.0,37.0,24.0,"  70,469.63 ",
Applicant 991,Executive,Non-Metro,"  43,714.00 ",4.0,79.0,26.0,"  59,175.73 ",
Applicant 992,Executive,Non-Metro,"  55,163.00 ",4.0,67.0,38.0,"  79,945.54 ",
Applicant 993,Executive,Non-Metro,"  52,938.00 ",2.0,55.0,50.0,"  76,461.93 ",
Applicant 994,Executive,Metro,"  55,938.00 ",3.0,63.0,38.0,"  74,774.90 ",
Applicant 995,Manager,Non-Metro,"  40,365.00 ",3.0,54.0,27.0,"  68,402.56 ",
Applicant 996,Executive,Non-Metro,"  51,564.00 ",4.0,37.0,39.0,"  68,158.59 ",
Applicant 997,Executive,Non-Metro,"  58,789.00 ",3.0,73.0,39.0,"  78,067.29 ",
Applicant 998,Executive,Non-Metro,"  58,063.00 ",2.0,63.0,63.0,"  77,986.30 ",
Applicant 999,Executive,Non-Metro,"  56,799.00 ",2.0,56.0,33.0,"  62,165.11 ",
Applicant 1000,Executive,Non-Metro,"  53,629.00 ",4.0,68.0,36.0,"  69,648.90 ",
Applicant 1001,Manager,Metro,"  45,294.00 ",4.0,45.0,30.0,"  70,944.17 ",
Applicant 1002,Manager,Metro,"  58,036.00 ",2.0,83.0,24.0,"  92,011.57 ",
Applicant 1003,Executive,Metro,"  54,669.00 ",2.0,39.0,24.0,"  66,673.19 ",
Applicant 1004,Executive,Metro,"  50,452.00 ",3.0,42.0,48.0,"  91,483.53 ",
Applicant 1005,Executive,Metro,"  45,684.00 ",3.0,46.0,47.0,"  78,841.27 ",
Applicant 1006,Executive,Metro,"  53,872.00 ",4.0,56.0,29.0,"  70,996.88 ",
Applicant 1007,Executive,Metro,"  53,529.00 ",1.0,79.0,28.0,"  77,430.40 ",
Applicant 1008,Manager,Metro,"  57,125.00 ",2.0,81.0,47.0,"  89,234.87 ",
Applicant 1009,Executive,Metro,"  45,486.00 ",1.0,48.0,25.0,"  81,681.11 ",
Applicant 1010,Executive,Metro,"  53,134.00 ",2.0,68.0,51.0,"  80,317.29 ",
Applicant 1011,Executive,Non-Metro,"  49,260.00 ",4.0,78.0,48.0,"  76,586.37 ",
Applicant 1012,Manager,Metro,"  49,044.00 ",2.0,61.0,43.0,"  80,955.45 ",
Applicant 1013,Executive,Non-Metro,"  60,235.00 ",4.0,46.0,61.0,"  91,425.96 ",
Applicant 1014,Executive,Metro,"  60,813.00 ",3.0,65.0,48.0,"  67,755.37 ",
Applicant 1015,Executive,Non-Metro,"  54,218.00 ",4.0,42.0,38.0,"  74,513.30 ",
Applicant 1016,Executive,Metro,"  50,083.00 ",4.0,72.0,59.0,"  65,942.45 ",
Applicant 1017,Executive,Non-Metro,"  44,912.00 ",2.0,67.0,19.0,"  64,200.50 ",
Applicant 1018,Executive,Non-Metro,"  57,851.00 ",1.0,83.0,26.0,"  60,930.67 ",
Applicant 1019,Executive,Non-Metro,"  57,569.00 ",2.0,42.0,54.0,"  68,285.69 ",
Applicant 1020,Executive,Non-Metro,"  58,670.00 ",1.0,43.0,21.0,"  76,976.49 ",
Applicant 1021,Executive,Metro,"  60,290.00 ",1.0,53.0,51.0,"  81,962.82 ",
Applicant 1022,Manager,Non-Metro,"  54,753.00 ",1.0,61.0,22.0,"  91,972.51 ",
Applicant 1023,Manager,Metro,"  65,622.00 ",1.0,39.0,47.0,"  101,451.11 ",
Applicant 1024,Executive,Metro,"  46,183.00 ",2.0,52.0,18.0,"  67,435.46 ",
Applicant 1025,Executive,Non-Metro,"  72,661.00 ",3.0,74.0,47.0,"  70,238.70 ",
Applicant 1026,Executive,Non-Metro,"  58,601.00 ",1.0,75.0,21.0,"  66,538.09 ",
Applicant 1027,Manager,Metro,"  53,160.00 ",1.0,48.0,19.0,"  73,791.03 ",
Applicant 1028,Executive,Metro,"  44,074.00 ",1.0,67.0,23.0,"  85,688.22 ",
Applicant 1029,Executive,Metro,"  57,795.00 ",1.0,43.0,54.0,"  83,521.22 ",
Applicant 1030,Executive,Non-Metro,"  42,750.00 ",2.0,76.0,37.0,"  71,368.60 ",
Applicant 1031,Manager,Non-Metro,"  52,091.00 ",2.0,53.0,46.0,"  72,988.21 ",
Applicant 1032,Manager,Non-Metro,"  56,729.00 ",4.0,81.0,55.0,"  92,360.49 ",
Applicant 1033,Executive,Non-Metro,"  49,998.00 ",2.0,35.0,30.0,"  60,154.54 ",
Applicant 1034,Manager,Metro,"  45,634.00 ",3.0,71.0,18.0,"  77,400.43 ",
Applicant 1035,Executive,Metro,"  59,128.00 ",1.0,56.0,61.0,"  85,083.58 ",
Applicant 1036,Executive,Non-Metro,"  47,026.00 ",4.0,71.0,54.0,"  71,084.32 ",
Applicant 1037,Manager,Metro,"  60,268.00 ",3.0,78.0,22.0,"  86,904.45 ",
Applicant 1038,Manager,Non-Metro,"  57,970.00 ",4.0,44.0,45.0,"  100,715.13 ",
Applicant 1039,Executive,Metro,"  55,204.00 ",3.0,83.0,22.0,"  70,290.10 ",
Applicant 1040,Executive,Metro,"  48,698.00 ",1.0,51.0,19.0,"  78,933.47 ",
Applicant 1041,Manager,Non-Metro,"  48,779.00 ",1.0,79.0,35.0,"  69,632.11 ",
Applicant 1042,Executive,Metro,"  51,224.00 ",2.0,84.0,18.0,"  62,549.33 ",
Applicant 1043,Manager,Metro,"  58,035.00 ",1.0,64.0,20.0,"  86,581.05 ",
Applicant 1044,Executive,Non-Metro,"  46,857.00 ",2.0,39.0,28.0,"  59,126.22 ",
Applicant 1045,Executive,Metro,"  57,928.00 ",3.0,58.0,55.0,"  70,711.33 ",
Applicant 1046,Manager,Non-Metro,"  48,975.00 ",4.0,56.0,43.0,"  77,684.11 ",
Applicant 1047,Executive,Non-Metro,"  46,945.00 ",4.0,53.0,43.0,"  63,095.42 ",
Applicant 1048,Manager,Metro,"  73,214.00 ",4.0,57.0,22.0,"  100,119.53 ",
Applicant 1049,Executive,Non-Metro,"  48,934.00 ",3.0,73.0,25.0,"  58,063.01 ",
Applicant 1050,Manager,Metro,"  59,776.00 ",1.0,48.0,49.0,"  103,831.72 ",
Applicant 1051,Executive,Non-Metro,"  65,198.00 ",4.0,55.0,44.0,"  60,870.90 ",
Applicant 1052,Executive,Metro,"  55,202.00 ",1.0,56.0,64.0,"  74,959.86 ",
Applicant 1053,Executive,Metro,"  54,972.00 ",1.0,85.0,49.0,"  78,075.42 ",
Applicant 1054,Manager,Metro,"  56,927.00 ",2.0,79.0,47.0,"  93,102.25 ",
Applicant 1055,Executive,Non-Metro,"  46,207.00 ",3.0,71.0,27.0,"  60,878.73 ",
Applicant 1056,Executive,Metro,"  54,594.00 ",2.0,50.0,55.0,"  72,363.85 ",
Applicant 1057,Executive,Non-Metro,"  55,117.00 ",2.0,59.0,48.0,"  72,943.17 ",
Applicant 1058,Executive,Non-Metro,"  53,985.00 ",2.0,45.0,45.0,"  69,523.02 ",
Applicant 1059,Executive,Non-Metro,"  61,926.00 ",2.0,46.0,24.0,"  63,313.76 ",
Applicant 1060,Executive,Metro,"  56,184.00 ",4.0,58.0,32.0,"  66,697.47 ",
Applicant 1061,Executive,Metro,"  56,101.00 ",3.0,62.0,24.0,"  59,041.08 ",
Applicant 1062,Executive,Metro,"  52,401.00 ",3.0,48.0,57.0,"  73,990.76 ",
Applicant 1063,Manager,Metro,"  61,410.00 ",4.0,83.0,59.0,"  102,928.71 ",
Applicant 1064,Executive,Metro,"  48,638.00 ",1.0,54.0,36.0,"  68,374.75 ",
Applicant 1065,Executive,Non-Metro,"  47,527.00 ",2.0,77.0,29.0,"  58,336.54 ",
Applicant 1066,Executive,Non-Metro,"  45,405.00 ",1.0,78.0,42.0,"  73,800.36 ",
Applicant 1067,Executive,Metro,"  62,532.00 ",4.0,70.0,48.0,"  65,021.82 ",
Applicant 1068,Executive,Metro,"  71,760.00 ",4.0,40.0,39.0,"  71,187.52 ",
Applicant 1069,Executive,Metro,"  46,342.00 ",3.0,42.0,63.0,"  78,936.19 ",
Applicant 1070,Executive,Non-Metro,"  53,031.00 ",4.0,68.0,54.0,"  64,318.12 ",
Applicant 1071,Manager,Metro,"  61,439.00 ",2.0,56.0,37.0,"  101,788.38 ",
Applicant 1072,Executive,Metro,"  55,130.00 ",4.0,54.0,63.0,"  76,329.43 ",
Applicant 1073,Executive,Metro,"  60,214.00 ",3.0,59.0,21.0,"  62,418.98 ",
Applicant 1074,Executive,Non-Metro,"  52,854.00 ",4.0,52.0,54.0,"  76,868.81 ",
Applicant 1075,Executive,Non-Metro,"  38,765.00 ",4.0,72.0,60.0,"  80,489.55 ",
Applicant 1076,Executive,Non-Metro,"  56,405.00 ",4.0,71.0,32.0,"  60,035.10 ",
Applicant 1077,Executive,Non-Metro,"  58,805.00 ",1.0,36.0,47.0,"  74,280.30 ",
Applicant 1078,Executive,Metro,"  52,168.00 ",2.0,40.0,21.0,"  70,571.96 ",
Applicant 1079,Manager,Metro,"  59,767.00 ",2.0,37.0,28.0,"  98,977.14 ",
Applicant 1080,Executive,Metro,"  54,644.00 ",2.0,40.0,63.0,"  74,059.06 ",
Applicant 1081,Executive,Metro,"  49,891.00 ",4.0,75.0,18.0,"  66,862.46 ",
Applicant 1082,Executive,Metro,"  49,405.00 ",2.0,76.0,32.0,"  62,673.14 ",
Applicant 1083,Executive,Metro,"  46,596.00 ",1.0,49.0,38.0,"  61,931.25 ",
Applicant 1084,Executive,Metro,"  55,954.00 ",1.0,67.0,32.0,"  75,850.13 ",
Applicant 1085,Executive,Non-Metro,"  53,647.00 ",4.0,64.0,62.0,"  74,474.82 ",
Applicant 1086,Manager,Non-Metro,"  42,415.00 ",3.0,65.0,39.0,"  77,673.62 ",
Applicant 1087,Executive,Metro,"  50,550.00 ",3.0,78.0,55.0,"  79,909.33 ",
Applicant 1088,Executive,Metro,"  51,700.00 ",1.0,37.0,57.0,"  81,569.98 ",
Applicant 1089,Executive,Metro,"  76,815.00 ",4.0,75.0,52.0,"  82,684.17 ",
Applicant 1090,Executive,Metro,"  42,916.00 ",2.0,66.0,56.0,"  77,490.53 ",
Applicant 1091,Manager,Metro,"  60,526.00 ",2.0,51.0,47.0,"  89,985.17 ",
Applicant 1092,Executive,Non-Metro,"  50,140.00 ",2.0,42.0,55.0,"  77,386.51 ",
Applicant 1093,Executive,Metro,"  53,962.00 ",1.0,58.0,23.0,"  79,568.27 ",
Applicant 1094,Manager,Non-Metro,"  60,155.00 ",1.0,64.0,22.0,"  90,213.45 ",
Applicant 1095,Executive,Non-Metro,"  55,621.00 ",2.0,51.0,50.0,"  71,706.60 ",
Applicant 1096,Executive,Non-Metro,"  52,670.00 ",3.0,76.0,18.0,"  65,619.70 ",
Applicant 1097,Manager,Non-Metro,"  61,692.00 ",4.0,53.0,51.0,"  110,792.78 ",
Applicant 1098,Executive,Metro,"  55,209.00 ",1.0,84.0,22.0,"  62,356.93 ",
Applicant 1099,Executive,Non-Metro,"  57,955.00 ",2.0,55.0,52.0,"  76,674.92 ",
Applicant 1100,Executive,Non-Metro,"  55,133.00 ",3.0,68.0,25.0,"  67,971.72 ",
Applicant 1101,Manager,Non-Metro,"  45,664.00 ",3.0,39.0,33.0,"  69,528.36 ",
Applicant 1102,Executive,Metro,"  49,258.00 ",3.0,37.0,53.0,"  82,986.23 ",
Applicant 1103,Executive,Metro,"  67,454.00 ",2.0,84.0,29.0,"  69,643.69 ",
Applicant 1104,Executive,Metro,"  65,689.00 ",3.0,36.0,58.0,"  80,505.46 ",
Applicant 1105,Executive,Metro,"  58,428.00 ",3.0,65.0,37.0,"  80,805.33 ",
Applicant 1106,Executive,Non-Metro,"  56,828.00 ",4.0,48.0,54.0,"  71,673.46 ",
Applicant 1107,Executive,Non-Metro,"  58,460.00 ",2.0,41.0,49.0,"  72,681.75 ",
Applicant 1108,Executive,Non-Metro,"  50,281.00 ",3.0,51.0,50.0,"  63,263.77 ",
Applicant 1109,Executive,Metro,"  54,657.00 ",1.0,71.0,26.0,"  65,020.47 ",
Applicant 1110,Executive,Metro,"  47,867.00 ",4.0,39.0,45.0,"  76,955.95 ",
Applicant 1111,Executive,Non-Metro,"  57,924.00 ",1.0,43.0,54.0,"  73,395.49 ",
Applicant 1112,Manager,Metro,"  58,912.00 ",3.0,85.0,38.0,"  103,944.32 ",
Applicant 1113,Manager,Non-Metro,"  52,752.00 ",3.0,35.0,48.0,"  72,549.47 ",
Applicant 1114,Executive,Non-Metro,"  49,279.00 ",1.0,76.0,28.0,"  59,191.67 ",
Applicant 1115,Executive,Metro,"  52,642.00 ",1.0,85.0,23.0,"  66,869.52 ",
Applicant 1116,Executive,Metro,"  60,253.00 ",3.0,58.0,55.0,"  69,106.06 ",
Applicant 1117,Executive,Metro,"  57,597.00 ",2.0,52.0,41.0,"  68,679.91 ",
Applicant 1118,Manager,Metro,"  56,103.00 ",1.0,66.0,25.0,"  95,083.43 ",
Applicant 1119,Manager,Metro,"  65,653.00 ",4.0,49.0,33.0,"  94,368.83 ",
Applicant 1120,Executive,Non-Metro,"  49,231.00 ",1.0,49.0,30.0,"  63,816.55 ",
Applicant 1121,Manager,Non-Metro,"  58,772.00 ",4.0,56.0,23.0,"  93,127.08 ",
Applicant 1122,Executive,Metro,"  65,684.00 ",2.0,79.0,46.0,"  65,882.77 ",
